"","NAMELSAD","yr","area","count","nIndv","nCorp","nIndvTech","nIndvBigTech","nCorpBigTech","nDemRec","nRepRec","nIndRec","nComRec","nGen","aTot","aIndv","aCorp","aIndvBigTech","aIndvTech","aCorpTech","aDemRec","aRepRec","aIndRec","aComRec","aGen","meanCFCont","sdCFCont","meanCFCand","sdCFCand","meanCFDiff","sdCFDiff","vReg","vTurn","SE_A00002_001","SE_A00003_001","SE_A00003_002","SE_A00003_003","SE_A02002_002","SE_A02002_003","SE_A02002_004","SE_A02002_005","SE_A02002_006","SE_A02002_007","SE_A02002_008","SE_A02002_009","SE_A02002_010","SE_A02002_011","SE_A02002_012","SE_A02002_013","SE_A02002_014","SE_A02002_015","SE_A02002_016","SE_A02002_017","SE_A02002_018","SE_A02002_019","SE_A02002_020","SE_A02002_021","SE_A02002_022","SE_A02002_023","SE_A02002_024","SE_A02002_025","SE_A02002_026","SE_A02002_027","SE_C01001B_002","SE_C01001B_003","SE_C01001B_004","SE_C01001B_005","SE_C01001B_006","SE_C01001B_007","SE_C01001B_008","SE_C01001B_009","SE_C01001B_010","SE_C01001B_011","SE_C01001B_012","SE_C01001B_013","SE_C01001B_014","SE_C01001B_015","SE_C01001B_016","SE_C01001B_017","SE_C01001B_018","SE_C01001B_019","SE_C01001B_020","SE_C01001B_021","SE_C01001B_022","SE_C01001B_023","SE_A01004_001","SE_A01004_002","SE_A01004_003","SE_A10008_001","SE_A10008_002","SE_A10008_003","SE_A10008_004","SE_A10008_005","SE_A10008_006","SE_A10008_007","SE_A10008_008","SE_A10008_009","SE_A10024_001","SE_A10024_002","SE_A10024_003","SE_A10024_004","SE_A10024_005","SE_A10024_006","SE_A10024_007","SE_A10024_008","SE_A10002B_001","SE_A10002B_002","SE_A10002B_003","SE_A10002B_004","SE_A10002B_005","SE_A10002B_006","SE_A10002B_007","SE_A10002B_008","SE_A10022_001","SE_A10022_002","SE_A10022_003","SE_A10022_004","SE_A10022_005","SE_A10022_006","SE_A10022_007","SE_A10022_008","SE_A10005B_001","SE_A10005B_002","SE_A10005B_003","SE_A10005B_004","SE_A10005B_005","SE_A10005B_006","SE_A10005B_007","SE_A10005B_008","SE_A10009_001","SE_A10009_002","SE_A10009_003","SE_A10009_004","SE_A10009_005","SE_A10009_006","SE_A10009_007","SE_A10009_008","SE_A10009_009","SE_A10009_010","SE_A10009_011","SE_A10009_012","SE_A10009_013","SE_A10009_014","SE_A10009_015","SE_A10009_016","SE_A10009_017","SE_A10009_018","SE_A10009_019","SE_A10010_002","SE_A03001B_002","SE_A03001B_010","SE_A10023_002","SE_A10023_003","SE_A10020_002","SE_A10020_003","SE_A10020_004","SE_A10020_005","SE_A10020_006","SE_A10020_007","SE_A10020_008","SE_A10020_009","SE_A10020_010","SE_A01003B_002","SE_A01003B_003","SE_A01003B_004","SE_A01003B_005","SE_A01003B_006","SE_A01003B_007","SE_A01003B_008","SE_A01003B_009","SE_A01003B_010","SE_A10003_001","SE_A10003B_001","SE_A11001_002","SE_A11001_003","SE_A11001_004","SE_A11001_005","SE_A11001_006","SE_A14019_001","SE_A14016_001","SE_A14021_001","SE_A14023_001","SE_A14023_002","SE_A14023_009","SE_A10011_002","SE_A10011_003","SE_A10019_002","SE_A10019_003","SE_A10016_002","SE_A10016_003","SE_A10012_002","SE_A10012_003","SE_A10017_002","SE_A10017_003","SE_A10018_002","SE_A10018_003","SE_A10014_002","SE_A10014_003","SE_A10015_002","SE_A10015_003","SE_A10013_002","SE_A10013_003","SE_A14024_001","SE_A14026_001","SE_A14026_002","SE_A14026_003","SE_A14026_004","SE_A14026_005","SE_A14027_001","SE_A14027_002","SE_A14027_003","SE_A14027_004","SE_A14027_005","SE_A14027_006","SE_A14025_001","SE_A14025_002","SE_A14025_003","SE_A14025_004","SE_A14025_005","SE_A14025_006","SE_A14028_001","SE_A10060_001","SE_A10060_002","SE_A10060_003","SE_A10044_001","SE_A10044_002","SE_A10044_003","SE_A10032_002","SE_A10032_003","SE_A10032_004","SE_A10032_005","SE_A10032_006","SE_A10032_007","SE_A10032_008","SE_A10032_009","SE_A10032_010","SE_A10032_011","SE_A10032_012","SE_A10050_002","SE_A10050_003","SE_A10050_004","SE_A10050_005","SE_A10050_006","SE_A10050_007","SE_A10042B_002","SE_A10042B_003","SE_A10042B_004","SE_A10042B_005","SE_A10042B_006","SE_A10042B_007","SE_A10057_001","SE_A10036_001","SE_A18003_001","SE_A18004_001","SE_A18007_002","SE_A18007_003","SE_A10037_001","SE_A10037_002","SE_A10037_003","SE_A10027_002","SE_A10027_003","SE_A10027_004","SE_A10027_005","SE_A10027_006","SE_A10027_007","SE_A10027_008","SE_A10027_009","SE_A10027_010","SE_A10027_011","SE_A10027_012","SE_A10027_013","SE_A10027_014","SE_A10027_015","SE_A13003A_001","SE_A13003A_002","SE_A13003A_003","SE_A13003B_001","SE_A13003B_002","SE_A13003B_003","SE_A13003C_001","SE_A13003C_002","SE_A13003C_003","SE_A09001_002","SE_A09001_003","SE_A09001_004","SE_A09001_005","SE_A09001_006","SE_A09001_007","SE_A09001_008","SE_A09001_009","SE_A09002_002","SE_A09002_003","SE_A09002_004","SE_A09002_005","SE_A09002_006","SE_A09002_007","SE_A09002_008","SE_A10030_003","SE_A10030_004","SE_A10030_005","SE_A10030_006","SE_A10030_007","SE_A10054B_002","SE_A10054B_003","SE_A10054B_004","SE_A10054B_005","SE_A10054B_006","SE_A10054B_007","SE_A16002_001","SE_A16002_002","SE_A16002_003","SE_A16002_004","SE_A16002_005","SE_A16002_006","SE_A16002_007","SE_A06001_002","SE_A06001_003","SE_A06001_004","SE_A06001_005","SE_A05001_002","SE_A05001_003","SE_A05001_004","SE_A10048_001","SE_A10048_002","SE_A10048_003","id"
"704","Mountain View city",2016,11.995,35216,34946,180,12420,8993,74,22841,553,75,18038,0.106400499772831,7305039.15,5908156.57,1303157.3,1688444.31,1461755.87,1139633.44,2582898.4,824669.69,21082.13,5589049.1,807911.65,-1.2291464107224,0.699351167647245,-0.914187869150386,-0.914187869150386,-0.0751942298955021,0.20793416532227,1205562,1038794,80459,12.27323,11.99534,0.2778859,42117,2527,2008,2725,901,3531,10400,7487,4724,4087,2161,1095,471,38342,2221,2639,2548,992,2229,7795,6719,3893,4091,2513,1248,1454,75711,71064,65791,63898,62635,61483,60884,58138,48496,39943,31455,25737,21473,17120,12975,10916,8942,7398,5960,4268,2915,1925,34.9,34.2,35.6,32696,18801,13843,4958,2278,2680,13895,7805,6090,32696,10116,10063,6007,3809,1823,629,249,19482,6719,6066,3518,1991,708,339,141,32696,9571,9133,2432,1691,5010,438,23125,19482,5195,5062,1427,1216,2419,133,14287,32696,9618,9571,6662,2909,932,1977,47,0,47,23078,9230,7181,2049,1346,703,13848,7805,6043,19371,11034,3729,4455,28241,1484,8862,7623,5247,2035,1934,2570,1450,1491,1468,7975,4672,2108,692,574,515,585,893,2.45,2.31,24699,32328,1188,2023,5553,5183387200,99238,1680637300,5262056400,3163786400,317496100,27894,4802,27180,5516,3552,29144,11338,21358,5666,27030,561,32135,0,32696,2599,30097,1454,31242,65400,43389,96881,146637,230971,250001,20143,69696,120666,181585,400575,660337,2.54,8.79,15.22,22.91,50.54,20.83,0.4731,32696,13214,19482,34138,32696,1442,13603,9463,4140,944,2060,1973,4001,4292,6089,1176,0,2251,7250,11000,8764,2886,545,2251,6839,7440,2627,247,78,1973,1230900,26.7999992370605,42810700,2510,2239,20,22.7999992370605,11.1000003814697,38,20,485,188,576,648,401,526,272,632,3154,5318,5575,4673,16503,2315,14188,54945,6136,48809,8823,892,7931,40875,3538,14650,11313,6336,2721,1680,637,157,10712,18632,7509,1548,1680,637,13463,12994,3308,777,270,1687,9779,6421,1402,151,42,63898,1565,611,954,62333,54345,7988,47277,33182,11192,21990,72440,51864,20576,32696,32674,32581,826
"705","Murrieta city",2016,33.577,9415,9379,21,803,129,14,5955,1072,80,4611,0.111524163568773,433288.33,396510.46,30835.96,25991.25,51795.96,795,152025.08,130870.66,8475,208425.39,81231.51,-0.981598513011152,1.08640834565924,-0.789730217737653,-0.789730217737653,-0.0760212426978226,0.219159061548245,1991998,1600474,111682,33.61327,33.57707,0.03620712,55717,4322,3867,5180,2384,5483,8314,6351,7482,6486,3280,1589,979,55965,3422,3894,5502,2806,5754,7135,7514,6796,6236,4062,2231,613,103938,96177,85495,80305,77950,75972,74942,69068,62100,53619,47977,39754,32129,25476,17675,15307,12754,10284,7647,5412,2736,1592,33.5,33.3,33.9,31090,26290,20718,5572,1485,4087,4800,1983,2817,31090,3844,9181,6451,5997,2933,1289,1395,10140,1718,3254,2162,1364,526,552,564,31090,13916,12599,2459,2604,7536,1317,17174,10140,4466,3745,878,190,2677,721,5674,31090,14270,14165,10198,3967,783,3184,105,65,40,16820,12125,10520,1605,702,903,4695,1918,2777,20953,5928,3245,6900,24190,541,5032,6800,6343,3901,2067,3421,2233,752,541,2435,1981,2165,1088,322,1254,142,212,3.57,3.42,26616,46132,1641,3603,7503,3253758900,58732,268971900,3431750700,2436907800,740822700,26560,4530,25284,5806,5247,25843,6380,24710,8928,22162,1147,29943,756,30334,6612,24478,6089,25001,30728,37053,67816,96233,138622,247034,22448,54499,82153,115431,248749,460718,4.29,10.41,15.7,22.06,47.54,22.01,0.4287,31090,20950,10140,31568,31090,478,25978,24869,1109,0,668,1103,2046,567,465,741,0,734,1953,4432,7648,10529,5794,552,1768,2964,2483,2061,312,1999,398800,32.4000015258789,15346300,1488,1499,23.7000007629395,25.5,12.3000001907349,0,0,0,360,852,533,960,785,489,886,5976,6613,7157,2945,30648,5339,25309,67365,6614,60751,12704,1192,11512,44083,2965,12573,5983,4185,6045,8790,3542,796,8478,12247,6070,4160,8790,3542,6829,11739,7810,3035,1459,133,3936,4022,1603,446,0,79806,7424,5301,2123,72382,61751,10631,94542,17140,12418,4722,87422,52796,34626,31090,31090,30618,829
"706","Napa city",2016,17.839,18787,18732,20,1482,129,4,14051,935,47,8769,0.0997498270080375,845410.76,791723.46,16230,4088.42,49582.81,125,395519.46,114278.99,8204.51,312405.19,157771.35,-1.28297812317028,0.78055212785254,-1.04862032256347,-1.04862032256347,-0.0646542822164263,0.230931006250287,794095,657821,80412,18.14664,17.83907,0.3075717,38320,2032,2593,3320,1651,2985,4651,5113,5147,4868,3754,1767,439,42092,1975,2464,2407,2042,2775,5730,5448,5458,5302,4250,2627,1614,76405,71348,65621,61928,60574,59865,58374,56168,51369,45787,40466,35226,29926,24621,19056,17210,14451,11876,9365,6447,3838,2053,40.2,39.1,41.8,30017,18821,14455,4366,1091,3275,11196,3755,7441,30017,9595,8986,5366,3339,1777,550,404,12930,4956,2527,2376,1609,1098,326,38,30017,9380,8453,2025,1308,5120,927,20637,12930,4896,4258,1232,728,2298,638,8034,30017,9443,9417,6792,2625,622,2003,26,26,0,20574,9404,7663,1741,469,1272,11170,3729,7441,26549,11174,4965,7640,22377,359,4484,4385,5010,3536,3052,4662,2843,1686,359,3324,2053,1985,1129,1044,965,1176,895,2.64,2.7,19612,32100,1492,5143,7274,2847955000,54110,698804400,2941257100,2647401600,641299700,22863,7154,21526,8491,4567,25450,7991,22026,10181,19836,2265,27752,413,29604,6361,23656,2764,27253,36577,31219,55939,93319,139262,248655,16408,44796,70283,114825,228079,376846,3.46,9.44,14.82,24.2,48.08,19.86,0.4469,30017,17087,12930,31910,30017,1893,20895,18986,1909,1302,2331,985,706,1339,2661,1691,0,1333,3350,8962,10965,4976,431,1293,3151,5099,2891,496,0,1975,579300,31.2000007629395,18907600,1628,1471,22.8999996185303,24.5,13.1000003814697,316,231,574,1272,1000,656,905,425,974,1003,6487,5875,3505,2933,17989,1339,16650,47232,3316,43916,14080,1548,12532,38079,6588,14295,6513,5843,2537,1568,735,1159,13266,12971,6804,1576,1568,735,9512,11780,4013,1912,287,2188,4933,3948,1413,410,38,61928,3317,753,2564,58611,46724,11887,62418,17994,7543,10451,68074,46098,21976,30017,29731,28750,832
"707","Newport Beach city",2016,23.805,30586,29673,503,3221,173,25,12597,7989,353,14593,0.161577192179429,22489201.62,19770984.81,1181953.99,33472.47,1769727.31,30316.39,5429757.17,9047320.66,160678.2,14744136.92,3596824.99,-0.428813836395737,1.2051097434418,-0.38753907016282,-0.38753907016282,-0.0388249525926895,0.318502430489542,4552144,3819284,86683,52.97759,23.80469,29.17291,40251,2065,1689,2609,1056,2536,5735,4913,4541,6462,4457,2767,1421,46432,2324,1699,2519,1249,3007,7189,5175,5925,6365,6115,2861,2004,82294,78906,73778,71473,70493,70288,68998,65930,58031,53006,48214,42918,38780,32452,25712,22183,19625,17389,14531,9053,4959,3425,44.4,43.8,45.1,37351,22620,20114,2506,601,1905,14731,6050,8681,37351,10999,15800,4360,4171,1351,515,155,15837,6242,6080,1644,1350,341,98,82,37351,7949,7854,1780,1453,4621,95,29402,15837,2454,2454,828,204,1422,0,13383,37351,8073,7949,6937,1012,126,886,124,0,124,29278,14671,13177,1494,475,1019,14607,6050,8557,33024,14035,1104,2379,34972,923,5515,5302,6393,3859,3825,6171,3079,2284,856,4337,2725,1971,1262,1749,1766,487,684,2.31,2.11,20768,42287,779,3102,6842,7326637700,88258,1730004200,7437471100,6455181300,432407400,29630,7721,27420,9931,6725,30626,15209,22142,11070,26281,747,36604,82,37269,4938,32413,2983,34368,85801,41658,89717,146831,250001,250001,22032,67245,116217,195536,579751,1022392,2.25,6.86,11.85,19.94,59.11,26.06,0.5484,37351,21514,15837,44654,37351,7303,27350,20295,7055,2258,2769,2290,924,3614,4911,538,0,1504,4141,10900,10456,6237,4113,1504,3865,7190,2937,313,28,1974,1755600,26.2999992370605,33388900,2172,2013,21.2000007629395,28.2999992370605,10,70,0,575,522,446,458,1059,960,729,426,4142,4691,5533,3545,15096,408,14688,51777,4016,47761,19349,1357,17992,37868,4017,11260,9791,6184,3322,2246,1048,643,8983,15442,6463,3043,2246,1048,11282,16732,4826,2463,376,977,7110,5746,1441,355,208,71473,3629,444,3185,67844,51404,16440,73568,13115,8435,4680,73550,42003,31547,37351,37351,37283,839
"708","Norwalk city",2016,9.707,3237,3185,2,386,18,0,2116,165,6,1744,0.0620945319740501,149348.91,115132.76,816,174.5,14945.52,0,58393.36,18989.79,1120,67516.15,13715.86,-1.23714859437751,0.870646503591998,-0.956845844918134,-0.956845844918134,-0.0603830707445166,0.231122592933357,1017908,718432,106161,9.746308,9.706998,0.03931061,52947,3069,2861,5073,2423,5234,8704,6587,7540,6304,3568,997,587,53214,3683,3354,3475,2073,5851,7433,7132,6665,5715,5034,1937,862,99409,93194,84646,80150,75808,74572,73110,69065,60461,52928,45015,39209,32742,25004,18573,16211,12985,10495,7441,4383,2987,1449,34.9,34.1,36.1,26883,22052,14097,7955,2365,5590,4831,2462,2369,26883,3307,6631,4289,5778,3105,2122,1651,10019,1317,2622,1581,2061,856,961,621,26883,11073,8796,985,2565,5246,2277,15810,10019,4676,3910,467,1239,2204,766,5343,26883,11205,11181,7273,3908,946,2962,24,24,0,15678,10871,6824,4047,1419,2628,4807,2438,2369,11089,3562,5832,15535,11348,1076,3545,4451,6188,2547,3018,3797,1670,591,1021,1945,2023,2247,366,913,842,578,84,3.85,3.81,37404,33528,2530,4852,6332,2024038600,41446,199802700,2211778200,962919900,1265705400,22304,4579,21478,5405,2934,23949,3107,23776,8478,18405,2467,24416,1549,25334,3780,23103,3019,23864,20834,24302,51134,76224,108327,166612,15158,37276,63664,92484,167871,280937,4.04,9.9,16.91,24.56,44.59,18.65,0.4128,26883,16864,10019,28176,26883,1293,21257,19999,1258,116,396,1316,655,1712,2402,322,0,1764,2035,6736,12293,3607,448,1435,1772,3603,2097,1112,0,1958,414400,40.2000007629395,13845000,1341,1510,23.5,27.7000007629395,10,44,308,667,1296,1162,706,918,284,458,652,6722,7580,3826,1494,25579,6133,19446,66957,10357,56600,12627,1675,10952,45117,1918,12658,9478,9681,6909,3779,694,92,7156,16806,11424,5166,3779,694,5337,10289,5450,3081,1253,1088,2882,4174,1070,612,193,80107,2497,1421,1076,77610,65701,11909,70662,35499,19405,16094,94718,83548,11170,26883,26883,26651,859
"709","Oakland city",2016,55.786,195234,192860,559,25879,2993,2541,151759,1745,211,88427,0.0956442013173934,21275803,15375593.36,969595.27,189385.59,1658337.67,248000.26,10291838.59,2033645.73,67339.72,10527611.94,5555869.58,-1.42968028109858,0.478141777524655,-1.11642516160095,-1.11642516160095,-0.0784131862278087,0.211273403037434,5778211,4107855,419987,78.00196,55.7858,22.21616,207048,14547,10999,10732,6138,16291,41013,33498,27676,23627,13954,6292,2281,212939,13060,10513,10223,6386,18226,41231,32976,25404,24140,18130,8167,4483,392380,370868,349913,337389,329614,325215,320683,302872,259856,220628,185616,154154,128108,101074,76348,67666,53307,45624,34961,21223,12888,6764,36.5,35.9,37,158084,86000,57426,28574,8022,20552,72084,34134,37950,158084,51293,49005,23174,19495,8662,2514,3941,97535,36920,27978,12833,11342,4938,1406,2118,158084,42819,37789,10139,8058,19592,5030,115265,97535,25999,23713,5986,5844,11883,2286,71536,158084,43372,43031,26462,16569,3821,12748,341,73,268,114712,42969,30964,12005,4201,7804,71743,34061,37682,64103,32467,19480,27534,130550,4861,32668,32902,28106,13842,13554,18632,9364,4155,4700,27908,22150,15328,6573,5942,8230,4540,2164,2.61,2.5,160071,134281,8085,15562,31914,15396209800,46318,5497042100,16042776100,8864118100,2200012900,128837,29247,119919,38165,29338,128746,35524,122560,34705,123379,13710,144374,4914,153170,19326,138758,14352,143732,38198,22225,50767,86578,146880,250001,11320,35003,67869,112456,260314,442404,2.32,7.19,13.94,23.09,53.46,22.71,0.5087,158084,60549,97535,167027,158084,8943,77371,69955,7416,10817,18685,13113,12960,16850,16527,668,36,14050,36946,51059,38863,13082,4084,13744,33127,32683,14955,2527,499,1950,649700,30.2999992370605,132576800,1636,1330,21.8999996185303,25.2000007629395,11.1999998092651,511,901,5092,3956,3556,4675,4648,5176,6390,7805,37783,27369,17100,10433,81217,24975,56242,281820,44004,237816,52344,9542,42802,200211,8731,46724,36624,40510,38091,22509,7022,1746,23080,67253,49905,28696,22509,7022,65236,43806,15983,5057,1548,23612,47030,20083,5091,1264,455,337244,10490,5619,4871,326754,278318,48436,302800,117187,53600,63587,359195,265448,93747,158084,157142,155875,869
"710","Oceanside city",2016,41.235,21984,21888,29,2120,364,62,14564,2358,115,10077,0.0953875545851528,1878577.61,1721912.62,72145.3,9431.01,130046.13,1996,387110.79,720025.72,17981.39,1156986.87,210747.32,-1.09149699781659,1.05340486226305,-0.875296124454149,-0.875296124454149,-0.069620633187773,0.247415190132096,2138586,1737252,175441,42.17432,41.2349,0.9394186,85108,5951,5553,5545,2168,8766,13521,10236,9725,10650,7561,3856,1576,90333,5774,5215,5391,3342,7691,13403,9890,10281,12976,9682,4248,2440,163716,152948,142012,136502,132558,129728,127418,120045,106157,93121,83228,72995,61653,52989,39328,34970,29363,26652,20261,12120,7274,4016,37.6,36,39.4,62661,40968,31042,9926,2537,7389,21693,9828,11865,62661,16976,22537,8168,7201,4246,1682,1851,30647,9228,9122,4030,3520,2353,1016,1378,62661,17721,15470,3828,3366,8276,2251,44940,30647,10515,9101,1943,2499,4659,1414,20132,62661,18673,17962,12593,5369,1101,4268,711,446,265,43988,23006,18449,4557,1436,3121,20982,9382,11600,49706,24171,9680,15627,47034,2268,10141,9450,10483,7381,5606,9979,5334,2019,2234,7988,5607,5424,2336,2070,2687,1647,654,2.79,2.95,43251,69750,2440,9372,17199,4850526200,49272,1176989100,5069251400,4051786700,1149745800,48543,14118,45257,17404,9599,53062,13794,48867,20507,42154,2667,59994,2324,60337,13654,49007,8285,54376,28894,28489,48924,74277,110359,196705,16814,39693,60414,92296,177829,271814,4.34,10.26,15.61,23.85,45.95,17.56,0.4138,62661,32014,30647,67611,62661,4950,41681,33908,7773,1077,4103,5105,5150,3292,3529,3674,0,1180,5620,23067,18148,11770,2876,1137,5287,14745,6057,2628,793,1984,461200,40.5999984741211,49299400,1764,1566,23.3999996185303,27.6000003814697,13,199,520,1536,1207,2373,1164,2133,2576,995,1325,13719,14025,8097,6311,37556,6557,30999,107125,10849,96276,29168,1679,27489,78489,4982,19877,18237,15727,11577,5838,2251,1202,13655,28239,19081,8223,5838,2251,21364,25464,8947,2432,2206,1625,12372,11955,3768,458,469,134232,15219,8269,6950,119013,96600,22413,140465,34976,19504,15472,156109,107446,48663,62661,62530,62132,875
"711","Ontario city",2016,49.941,6201,5871,75,780,73,3,3275,641,32,2959,0.101757781003064,851422.32,388734.64,116383.07,1706.4,62432.52,1442,312827.06,207602.13,7738,392107.89,78616.22,-0.988964683115627,1.07263209226901,-0.853781648121271,-0.853781648121271,-0.0630591840025803,0.266238574578261,1718145,1328891,173211,50.006,49.94052,0.06548602,82758,6092,5722,6932,4256,9040,13079,11462,11256,8442,4622,1264,591,90453,5521,7947,5720,3642,8455,14917,13086,12538,8990,5225,2495,1917,161598,147929,135277,127379,123190,120269,117743,109884,94584,81888,70118,57340,44163,33546,23824,19563,16114,13606,9791,6267,4319,2508,33.5,32.3,34.5,49020,38898,24655,14243,3918,10325,10122,4406,5716,49020,7780,12396,9190,8102,5614,3013,2925,22213,3899,5303,4795,2711,2847,1309,1349,49020,22422,17899,3340,3636,10923,4523,26598,22213,11528,9970,2130,2512,5328,1558,10685,49020,22675,22626,13767,8859,2321,6538,49,0,49,26345,16272,10888,5384,1597,3787,10073,4406,5667,26172,9882,15160,30166,18854,1597,7575,9524,12550,4718,3934,5692,2148,1282,1330,5519,5135,4959,1688,1280,1324,522,456,3.52,3.42,55919,59084,4338,6412,9524,3453699100,39265,478906100,3649323500,2005277300,2204938300,42846,6174,41556,7464,5357,43663,3240,45780,10990,38030,3440,45580,1476,47544,6973,42047,3748,45272,21069,26490,46510,70172,105698,165803,14451,36203,57033,83893,160695,257969,4.1,10.28,16.19,23.81,45.62,18.31,0.415,49020,26807,22213,51071,49020,2051,35063,31335,3728,605,3921,2696,2215,1521,3099,1821,130,1245,5623,13897,18299,9288,668,1049,4946,8993,5288,1887,50,1974,347100,37.2999992370605,29824000,1455,1393,24.2999992370605,28.2000007629395,10.1999998092651,166,358,1009,1515,1884,1514,1160,655,1440,1900,15651,13878,4934,1865,44892,11215,33677,111081,12404,98677,15864,1393,14471,73699,4723,20226,14028,13502,7930,7565,5725,691,12054,26232,16413,5019,7565,5725,12947,19252,8339,4858,1706,1256,8440,8951,2201,971,394,127337,4103,2419,1684,123234,108804,14430,128710,44501,19997,24504,152799,130721,22078,49020,48746,48218,881
"712","Orange city",2016,24.797,15251,14882,110,1895,92,6,8448,2134,120,7198,0.113041767752934,2072053.61,1578409.45,178941.33,4687.11,208884.92,1450,540381.94,739444.44,52855.82,926886.34,288712.91,-0.896992984066619,1.12160536872999,-0.767175267195594,-0.767175267195594,-0.0639217100517999,0.267477192840731,2475075,2067990,140507,25.24003,24.79712,0.4429102,70235,3658,4594,5253,2577,7620,11065,10229,10092,7117,5027,2288,715,70272,4702,3756,4672,2229,8590,10122,9219,9295,8925,4327,2642,1793,132147,123797,113872,109066,102683,100534,98146,92856,81869,71669,61494,52221,41924,32834,24650,21660,16792,14007,10587,7438,4312,2508,35.7,35.3,36.2,43533,31759,25258,6501,1671,4830,11774,5373,6401,43533,8662,13068,7708,7237,3770,2072,1016,19749,4735,4573,3389,3340,1642,1361,709,43533,15633,14229,3093,2876,8260,1404,27900,19749,7783,7100,1601,2172,3327,683,11966,43533,15803,15716,12309,3407,937,2470,87,42,45,27730,16043,12949,3094,734,2360,11687,5331,6356,33247,14039,8715,12901,30632,1066,7011,8337,9083,4559,4418,5056,2831,1172,1066,5512,4980,3225,1437,1281,784,899,565,3.06,3.21,40987,56069,1284,4937,10595,4842814900,60259,805721800,5030708500,3708155600,1312417400,37382,6151,36203,7330,6186,37347,9854,33679,10602,32931,1560,41973,1070,42463,6375,37158,4032,39501,35804,37485,66211,101725,160981,250001,21333,52349,83940,129744,268858,475724,3.84,9.41,15.09,23.32,48.33,21.38,0.4455,43533,23784,19749,45388,43533,1855,28671,24812,3859,1963,3871,2944,1643,1976,3293,792,235,1068,5732,10263,13725,10556,2189,1068,5061,7320,4623,1489,188,1972,637500,32.0999984741211,33328800,1799,1725,22.5,26.1000003814697,10,89,38,933,749,1550,913,459,999,545,1427,7842,7506,7260,4693,30019,2999,27020,86588,7879,78709,16560,1042,15518,68050,6177,17625,16061,13752,9185,3549,1701,384,14767,24712,19021,3916,3549,1701,9476,18118,8434,3996,1336,1636,5977,7082,2917,1661,476,109066,4963,2227,2736,104103,90047,14056,108518,31989,14991,16998,114332,85743,28589,43533,43490,43327,883
"713","Oxnard city",2016,26.894,11403,11324,29,1459,168,4,7879,631,35,5129,0.102604577742699,503522.68,478958.35,8278.76,6596.5,58645.72,1050,199748.09,78851,15670,219879.16,72262.93,-1.25292729983338,0.808287187887509,-0.993153556081733,-0.993153556081733,-0.0799184425151276,0.220783281379199,4336374,3275794,207911,39.20798,26.89414,12.31384,103872,8144,8979,8136,4265,10017,17002,14846,12835,10166,6106,2479,897,104039,7055,8454,9754,4514,11107,13980,14956,12758,10170,5980,3731,1580,192712,175279,157389,148610,143324,139934,137482,127486,111928,96504,79994,66702,51940,41109,30541,26024,20773,17849,13958,8687,5102,2477,32.3,31.9,32.9,49895,40050,25936,14114,4723,9391,9845,4838,5007,49895,6953,11531,8999,9633,5834,2873,4072,23558,4041,4469,3554,5139,2804,1561,1990,49895,23698,19945,2761,4896,12288,3753,26197,23558,12673,11463,1020,3349,7094,1210,10885,49895,24376,23807,14126,9681,2662,7019,569,451,118,25519,16243,11810,4433,2061,2372,9276,4387,4889,38677,18968,16061,31411,18484,1529,7890,10539,10929,4278,5321,5626,2754,1029,1294,5909,5913,5289,1483,1199,1574,740,157,4.14,4.26,66291,68329,3690,7876,11203,4103925100,49212,538628400,4588878200,3576293800,2624259400,42615,7280,41556,8339,4647,45248,7047,42848,15392,34503,3518,46377,1388,48507,8089,41806,6712,43183,22071,31780,54263,79772,119895,198494,18051,43736,65407,99474,184587,282668,4.39,10.63,15.9,24.19,44.88,17.18,0.4044,49895,26337,23558,53565,49895,3670,34342,28797,5545,816,2898,3091,5187,2339,1983,2798,111,1201,5177,12963,17178,11074,2302,978,4910,9445,5302,2660,263,1974,423800,33.4000015258789,34898600,1761,1438,23.5,26.8999996185303,10.1000003814697,245,554,998,1424,1672,1421,847,1035,1842,2015,11111,10672,9990,3370,57486,10988,46498,127758,17344,110414,20348,2090,18258,93818,4976,22654,40114,16700,5485,2150,1739,1194,14582,51968,18146,4039,2150,1739,14700,17617,8919,4555,1816,1828,10225,7290,2299,1599,317,148020,7009,4095,2914,141011,123152,17859,133192,74719,28469,46250,189376,171675,17701,49895,49646,49626,893
